age,geo_area,vehicle_type,est_value,miles_driven,college_grad_ind,speeding_ticket_ind,hard_braking_ind,late_driving_ind,clean_driving_ind,expenses
30,urban,car,70473,14490,0,0,0,0,1,0
38,rural,suv,58431,16807,0,0,0,0,0,0
23,urban,suv,44240,11227,1,0,0,0,1,31112.52
37,rural,truck,94795,10659,0,1,0,0,1,0
37,suburban,suv,89439,8888,1,0,0,0,1,0
61,suburban,truck,29164,14004,0,0,1,0,1,0
59,suburban,suv,29518,13016,0,0,1,0,0,0
69,suburban,suv,39464,9278,0,1,0,0,0,0
32,suburban,suv,28316,11448,1,0,0,0,1,0
31,urban,car,41223,13283,0,0,1,0,1,0
33,urban,suv,31215,11017,0,0,0,0,1,0
21,urban,car,27685,8668,0,0,0,0,1,0
64,urban,suv,35354,12873,0,0,0,0,0,0
23,urban,suv,70865,21183,1,0,1,0,1,0
26,suburban,truck,23180,16618,0,0,0,0,1,0
31,urban,suv,58185,9585,0,0,1,0,0,0
39,suburban,suv,37388,8654,0,1,0,0,1,0
29,urban,suv,30380,14716,0,0,1,0,1,0
35,urban,truck,30831,13127,0,0,0,0,1,0
32,rural,truck,31740,12855,0,0,0,1,1,0
17,suburban,suv,30210,22158,0,0,1,0,0,17539.09
16,suburban,truck,30011,16638,0,0,1,0,1,0
34,suburban,suv,40320,18092,0,0,0,0,1,0
46,rural,suv,28444,15490,0,0,0,0,1,0
33,urban,car,32988,16347,1,1,0,0,0,0
25,suburban,suv,62927,14812,0,0,0,1,1,0
73,rural,truck,28892,19590,0,0,0,0,1,0
24,urban,suv,25214,15383,1,0,0,0,1,7534.56
17,rural,suv,28573,15447,0,0,0,0,1,0
23,rural,truck,35831,16075,0,0,0,0,0,0
59,urban,car,33973,12496,0,0,0,0,1,0
20,urban,suv,41503,12104,0,0,1,0,1,0
52,suburban,car,26808,15710,1,0,1,0,1,0
52,urban,car,37867,15539,0,0,1,0,0,0
58,suburban,suv,31556,13394,0,0,0,0,1,17970.63
46,rural,truck,39652,14966,1,0,0,0,1,0
31,rural,car,49332,20177,0,1,0,0,1,0
41,suburban,truck,52472,12662,0,0,1,0,1,0
33,suburban,minivan,42834,16132,0,0,1,0,0,0
40,urban,suv,22506,9557,1,0,0,0,1,0
66,suburban,suv,41149,16502,1,0,0,0,1,0
23,urban,car,33442,12535,0,0,0,0,1,0
79,rural,suv,35544,13065,0,0,1,0,0,0
60,suburban,car,41066,9640,0,0,0,0,1,0
32,urban,car,29893,8947,0,0,0,0,1,0
65,urban,truck,35165,16458,0,0,0,0,1,0
40,suburban,suv,46372,13230,1,0,0,0,1,0
33,rural,car,27149,18887,0,0,0,0,1,0
39,rural,suv,10249,21080,1,0,1,0,0,0
47,suburban,suv,33402,14980,0,0,1,0,1,0
78,suburban,suv,49677,17186,0,0,0,0,1,0
42,suburban,suv,35648,15737,0,0,1,0,1,0
21,urban,car,37574,14341,0,0,1,0,1,0
71,suburban,suv,85689,9894,0,0,0,0,0,1100.8
30,suburban,car,60371,17329,0,0,0,0,0,0
28,suburban,suv,34184,7980,0,0,0,1,1,0
56,suburban,suv,40133,12102,0,1,0,0,1,0
43,rural,truck,40781,16244,0,0,1,0,1,0
41,urban,car,20715,9395,1,0,1,0,1,0
54,suburban,suv,44267,19881,0,0,0,0,1,0
51,urban,suv,17437,10121,0,0,0,0,1,0
17,rural,suv,17824,16707,0,0,1,0,0,0
32,rural,car,37102,16559,0,0,0,0,1,0
65,rural,truck,30807,14054,0,0,0,0,0,0
86,suburban,suv,36729,7941,0,0,0,0,1,0
32,urban,car,31240,13640,1,0,1,0,0,0
50,rural,suv,54035,14463,0,1,0,0,1,0
56,rural,truck,30414,16569,0,0,0,0,1,0
63,urban,car,27093,15375,0,0,1,0,1,0
34,rural,minivan,29843,18482,0,0,1,0,1,0
41,urban,suv,24672,12821,0,0,1,0,1,0
27,suburban,suv,41217,17505,1,0,0,0,1,0
59,suburban,car,17645,22768,0,1,1,0,0,0
38,suburban,suv,70981,8185,0,1,1,0,1,0
26,urban,suv,21642,11496,0,0,0,0,1,0
31,suburban,suv,55913,14687,0,0,1,0,1,0
87,urban,suv,28786,10293,1,0,0,0,1,0
49,urban,car,22888,13376,0,1,0,0,1,7847.47
56,suburban,suv,28506,12503,0,0,0,0,1,0
48,suburban,car,40257,14859,1,0,0,0,1,0
32,urban,suv,36379,19194,1,0,0,0,1,0
51,urban,car,32970,14792,1,1,0,0,0,0
28,urban,suv,40945,14470,1,0,0,0,1,0
50,urban,car,32325,12604,0,0,1,0,1,0
66,urban,suv,32761,11534,1,0,0,0,1,0
16,urban,suv,60741,11333,0,1,1,0,1,0
23,urban,truck,36894,12640,0,0,0,0,0,0
55,rural,truck,107045,20896,1,0,1,0,1,0
17,suburban,truck,49235,10615,0,1,1,0,1,0
82,rural,suv,21926,18751,0,0,0,0,1,0
54,urban,car,45619,12421,1,0,0,0,1,39905.34
43,suburban,truck,68212,13365,0,0,0,0,0,0
16,urban,car,21124,12853,0,0,0,0,1,0
41,suburban,minivan,55317,16323,1,0,0,0,1,0
46,suburban,truck,37211,15902,0,0,0,0,1,0
59,rural,truck,31014,18052,0,0,0,0,1,0
21,urban,suv,28194,25606,0,0,1,0,0,0
25,suburban,car,31974,18884,0,0,0,0,0,0
62,urban,suv,27537,9456,1,0,0,0,1,0
40,urban,truck,72138,14168,1,0,1,0,1,31335.46
31,rural,truck,49232,16580,0,0,1,0,1,0
31,rural,suv,33245,13312,1,0,0,0,1,0
77,suburban,suv,19258,13426,0,0,0,0,1,0
58,urban,car,37870,12508,1,0,0,0,1,0
24,suburban,car,43277,11029,0,0,0,0,0,0
50,urban,suv,31132,15197,0,1,0,0,1,0
76,rural,truck,34506,19450,0,0,0,0,1,0
19,urban,suv,20862,15012,0,0,0,0,0,12450.02
40,suburban,truck,42096,11391,0,0,1,0,1,0
49,suburban,suv,41512,13015,0,0,1,0,1,0
52,suburban,suv,49962,9651,0,0,0,0,1,0
44,suburban,minivan,26537,28271,0,0,0,0,1,0
33,suburban,car,12299,17624,0,0,1,0,1,0
17,urban,suv,27401,10743,0,0,1,0,1,0
73,suburban,suv,31054,18115,0,0,0,0,1,0
64,rural,suv,75117,15846,0,0,0,0,1,0
36,suburban,suv,33014,9610,0,0,1,0,1,0
63,rural,truck,25127,20935,0,0,1,0,1,0
38,suburban,suv,41381,12872,0,0,0,0,0,0
24,suburban,suv,21606,18158,0,0,0,0,1,0
54,suburban,truck,33297,8911,0,0,0,0,1,0
21,urban,car,32923,12646,0,1,1,0,1,0
34,urban,suv,30787,15296,0,0,0,0,0,0
41,rural,car,24688,13951,0,0,1,0,0,0
54,urban,truck,27721,14817,0,0,1,0,1,0
60,rural,minivan,37226,10676,1,0,0,0,1,0
55,rural,suv,28601,15486,0,0,0,0,1,0
55,urban,suv,76952,13592,1,0,0,0,1,0
22,urban,truck,31699,12606,0,0,1,0,1,0
44,urban,car,33693,10128,0,0,1,0,1,26293.98
30,suburban,truck,107951,16778,0,0,0,0,0,0
18,urban,suv,30402,9174,0,0,0,0,1,0
61,suburban,suv,51488,13955,1,0,0,0,1,0
59,rural,truck,29081,18324,0,0,1,0,1,0
74,suburban,suv,47541,8824,0,0,0,0,0,0
72,suburban,suv,32887,17887,0,0,0,0,0,0
24,rural,truck,33168,15692,0,1,0,1,1,0
30,urban,suv,28850,9166,0,0,1,0,1,0
44,urban,car,39073,16995,1,0,0,1,1,0
72,urban,car,77124,10002,1,0,0,0,1,0
75,rural,car,26406,5392,0,0,0,0,1,0
40,urban,truck,24095,13423,0,0,0,0,1,0
44,urban,minivan,28483,15584,0,1,1,0,0,0
23,urban,suv,48570,8927,0,0,1,0,1,0
62,urban,car,32415,13258,1,1,0,0,1,0
22,urban,suv,27131,10684,0,0,0,0,1,0
73,suburban,car,24968,12766,0,0,0,0,1,0
36,suburban,suv,40813,14152,0,0,1,0,0,38721.11
27,urban,suv,26953,10429,0,0,1,1,0,0
40,urban,car,28174,14645,1,0,0,0,1,0
31,suburban,car,61147,14677,1,0,1,0,1,0
56,suburban,car,27945,15277,0,0,0,0,1,0
28,suburban,truck,33316,13560,0,0,0,0,1,0
41,suburban,suv,20310,13476,1,0,1,0,1,0
37,suburban,car,22063,18212,1,0,0,0,0,0
58,suburban,truck,24823,11133,0,0,0,0,1,0
35,rural,truck,42467,19038,0,1,0,0,1,0
41,suburban,truck,31837,21362,0,0,1,0,0,0
41,urban,suv,42008,13934,0,1,0,0,1,0
29,suburban,car,21083,10501,0,0,0,0,1,0
18,suburban,suv,29069,12441,0,0,0,0,0,0
31,suburban,car,35204,21152,1,0,1,0,1,0
64,suburban,car,50777,13349,0,0,0,0,1,0
19,urban,suv,34283,11771,0,0,0,0,0,0
29,suburban,car,29612,16196,1,0,0,0,1,0
52,suburban,suv,25525,23331,0,0,0,0,1,0
51,suburban,car,25221,12302,0,0,1,0,1,0
38,suburban,suv,30781,11699,1,0,0,0,1,0
31,rural,truck,58241,13055,0,1,0,0,1,0
53,suburban,minivan,29896,17106,0,0,1,0,0,0
59,suburban,car,27072,15755,1,1,0,0,0,0
44,rural,suv,31912,18280,0,0,0,0,1,0
39,suburban,suv,33089,11042,0,0,1,0,1,0
32,suburban,suv,31236,20395,0,0,1,0,1,0
45,urban,car,36511,13658,0,0,0,0,1,0
43,rural,truck,16020,13808,0,0,0,1,1,3998.99
21,urban,truck,30562,8308,0,0,1,0,1,0
64,urban,suv,46869,17093,1,0,0,0,1,0
19,urban,car,26305,15320,0,0,0,0,0,0
47,suburban,car,46263,16417,0,0,0,1,1,0
27,urban,suv,26883,12410,1,0,0,0,1,0
17,rural,truck,44477,17239,0,0,0,0,1,0
54,rural,car,25225,12087,0,0,0,0,1,0
70,suburban,suv,34554,15765,0,0,0,0,1,0
79,rural,car,27731,12306,0,0,0,0,0,0
21,urban,suv,29009,22834,0,1,0,0,1,32955.25
30,urban,suv,35094,12561,0,0,0,0,0,0
22,suburban,car,29126,10776,0,0,1,0,1,0
23,urban,suv,29478,12751,1,0,1,0,1,0
16,urban,suv,41539,13020,0,0,0,0,1,0
33,urban,minivan,54548,10008,0,0,0,1,1,0
59,urban,suv,29593,13527,0,1,1,0,1,5922.43
27,suburban,truck,32042,14944,0,0,1,0,1,0
31,urban,car,26836,11301,0,1,0,0,1,0
44,suburban,suv,38170,14134,0,0,1,0,1,0
57,suburban,car,34183,13850,0,0,0,0,1,0
44,suburban,truck,66551,13521,0,0,0,0,1,0
41,suburban,suv,34299,14820,0,0,1,0,1,0
27,rural,truck,59427,12972,0,1,0,0,1,0
16,rural,suv,40059,10721,0,0,0,0,1,0
49,urban,suv,27978,16734,1,0,0,0,0,0
66,urban,suv,10752,14352,0,0,0,0,1,0
36,urban,suv,47334,10535,0,0,0,0,0,0
41,suburban,car,22160,13809,0,0,1,0,1,0
67,suburban,truck,34987,16124,0,0,0,0,1,0
68,suburban,car,22417,18608,0,0,0,1,1,0
54,suburban,car,27941,13138,1,1,1,0,1,0
61,rural,suv,55258,18745,0,0,0,0,1,0
43,urban,car,34413,13329,1,0,0,0,1,0
61,urban,minivan,29868,13027,0,0,0,0,1,0
78,suburban,truck,30096,21411,0,0,0,0,0,0
89,urban,suv,39709,11695,1,1,0,0,1,0
52,urban,suv,43127,14787,0,0,0,0,0,0
32,urban,minivan,27159,17893,0,0,0,0,1,0
45,suburban,truck,32188,11352,1,0,0,0,1,0
16,suburban,car,37205,16047,0,0,0,1,0,8476.01
49,suburban,suv,33419,30204,0,0,0,0,0,0
27,urban,car,28060,13003,1,0,1,0,1,0
53,suburban,suv,45219,17670,0,0,0,0,0,0
54,urban,car,72678,13064,1,0,1,0,1,0
39,suburban,car,24390,14591,0,0,1,0,1,0
35,urban,suv,103451,15459,1,0,0,1,0,0
66,suburban,car,28230,17847,0,1,0,0,1,0
40,rural,truck,34022,16455,0,0,0,0,1,0
30,urban,suv,68288,16958,1,0,0,0,1,0
24,urban,truck,28934,12147,0,0,1,0,0,0
32,suburban,car,30376,13424,0,0,1,0,1,0
48,rural,car,30255,19387,1,0,1,0,1,0
36,suburban,suv,33467,13011,1,0,0,0,1,0
21,urban,truck,51801,12335,0,0,1,0,1,0
59,urban,suv,53137,14818,0,0,1,0,0,0
35,rural,suv,86223,19723,0,0,0,0,1,0
62,urban,truck,34047,11545,0,0,1,0,1,0
35,urban,truck,29233,18653,1,0,0,0,0,0
41,urban,suv,57293,15265,1,0,0,0,0,0
29,rural,suv,39867,15480,0,1,0,0,1,0
59,suburban,suv,28703,12997,0,0,1,0,1,0
20,urban,suv,46145,9570,0,0,0,0,1,0
44,suburban,minivan,30622,15031,0,0,0,0,0,0
26,rural,suv,25538,14967,0,0,0,0,1,0
72,urban,truck,28070,10908,0,0,1,0,1,0
69,rural,truck,42266,14480,0,0,1,0,1,0
27,rural,truck,96378,21008,0,0,1,0,1,41831.68
36,suburban,car,44347,10795,0,0,0,0,1,0
58,suburban,truck,31098,6979,0,0,0,0,1,0
34,suburban,suv,36088,12049,1,0,0,0,1,0
60,suburban,suv,101611,30604,1,0,0,0,0,0
83,rural,truck,22940,9301,0,0,0,0,1,0
48,urban,car,38940,11887,1,0,1,0,1,0
31,urban,suv,38826,10911,0,0,1,0,0,0
24,rural,car,31073,12195,0,0,1,0,0,0
22,urban,suv,41580,8874,0,0,1,0,1,0
45,urban,suv,74907,15752,0,0,0,0,0,0
28,urban,car,31699,11231,1,1,1,0,1,0
50,suburban,suv,56794,14006,0,1,1,0,1,0
41,rural,truck,48067,14861,0,0,1,1,0,0
71,suburban,suv,50052,11779,0,0,0,0,1,0
73,urban,truck,38915,11505,0,0,0,0,1,21801.34
36,urban,truck,64524,12893,1,0,0,0,1,0
38,urban,suv,24347,9110,0,0,0,0,0,0
53,suburban,suv,67205,13672,0,0,0,0,1,49205.51
54,suburban,car,35362,13286,1,0,1,0,1,0
75,suburban,truck,32906,11859,0,0,1,0,1,0
70,rural,suv,68721,20782,1,0,1,0,1,0
27,urban,suv,21038,9618,1,0,0,0,1,0
23,suburban,car,30171,13277,1,0,1,0,1,0
78,suburban,suv,26603,11947,1,0,1,0,1,0
54,suburban,car,49813,15484,0,0,0,0,0,0
27,rural,suv,34332,21396,1,0,1,0,0,0
49,suburban,car,42786,14676,1,0,0,0,1,0
42,suburban,suv,31320,13367,0,0,1,0,1,0
36,urban,suv,37379,12732,1,0,0,0,1,0
45,rural,suv,17125,17315,0,0,0,0,1,0
30,urban,truck,41654,16793,0,0,0,0,0,0
41,urban,suv,22560,10576,0,0,0,0,1,0
40,rural,suv,32046,10827,0,0,0,0,1,0
36,urban,suv,24597,10369,0,0,1,0,1,4955.48
44,urban,car,26080,11448,1,0,0,0,1,0
62,suburban,suv,34496,20738,1,0,0,0,0,0
68,rural,truck,59222,15742,0,0,0,0,1,0
31,rural,car,28273,11760,1,0,0,1,1,0
31,urban,suv,27702,14529,1,0,0,0,0,0
37,suburban,car,45750,14142,0,0,0,0,1,0
18,urban,suv,24000,14514,0,0,0,0,1,0
51,suburban,suv,91087,16339,1,0,0,0,1,0
17,suburban,suv,29370,16051,0,0,1,0,0,7375.47
64,suburban,car,27601,12360,0,0,0,0,1,0
39,urban,truck,56894,11907,0,0,0,0,1,0
34,rural,truck,29389,19872,0,0,0,0,1,0
16,suburban,suv,38202,19942,0,0,1,0,1,23494.16
75,suburban,car,28477,14278,0,0,0,0,0,0
28,rural,suv,29124,14289,0,0,1,0,1,0
29,urban,car,25624,18232,0,0,1,0,1,0
73,suburban,car,42111,17336,0,0,1,0,0,0
47,rural,car,36337,15427,1,0,0,0,0,25965.18
41,rural,suv,28786,14795,0,0,1,0,1,0
42,urban,minivan,41828,14312,0,0,1,0,1,0
48,suburban,suv,45293,13509,0,0,1,0,1,0
30,rural,truck,33754,20563,0,0,0,0,1,0
46,rural,suv,27871,21223,0,0,0,0,1,0
40,suburban,suv,44142,17192,0,1,0,0,0,0
34,rural,suv,27518,19836,0,0,0,0,1,0
48,urban,truck,55441,15304,0,0,0,0,1,0
37,urban,car,22516,12798,0,0,1,0,1,0
22,urban,suv,13159,11172,1,0,0,0,0,0
33,suburban,car,51858,14020,1,0,0,0,1,0
52,suburban,car,37657,13679,0,0,1,0,1,0
44,urban,car,12179,14157,1,0,0,0,1,0
51,suburban,car,29829,13029,0,0,0,0,0,0
47,suburban,suv,31353,15145,0,1,1,0,1,0
41,urban,suv,32004,10438,1,0,1,0,0,0
82,suburban,car,32119,10048,0,0,0,0,0,0
29,rural,suv,31344,21674,1,0,0,0,1,0
44,suburban,suv,79893,10579,1,0,0,0,1,0
44,suburban,suv,38347,10399,0,1,0,0,1,0
43,rural,suv,24137,18936,1,0,0,0,1,0
34,suburban,suv,48465,22639,0,1,0,0,1,11477.62
45,rural,truck,64173,13117,0,0,0,1,1,0
55,urban,suv,27013,11257,0,0,0,0,0,0
51,urban,truck,30225,11208,0,0,1,0,1,0
25,rural,suv,49366,31826,0,0,1,0,1,0
26,urban,suv,58807,7084,0,0,0,0,1,0
65,urban,minivan,27561,12549,0,0,1,0,1,21285.34
57,urban,car,24900,11744,0,1,0,0,0,0
17,urban,car,80248,14698,0,0,0,0,1,0
39,suburban,minivan,24870,14974,0,0,0,0,0,0
54,suburban,car,29960,9085,0,1,0,0,0,0
18,suburban,truck,45128,15875,0,0,1,0,1,0
46,suburban,suv,30980,12172,0,0,0,0,1,0
51,rural,truck,22616,13026,0,0,0,0,0,0
39,urban,suv,32688,8585,0,1,1,0,1,0
32,suburban,car,33022,17160,0,0,0,0,1,0
21,urban,suv,59005,12033,0,0,0,0,1,0
16,urban,car,28463,8540,0,0,0,0,1,0
20,urban,suv,59439,9235,0,1,0,0,1,0
46,suburban,suv,28279,12873,0,0,0,0,1,0
21,urban,suv,36499,11716,0,0,0,0,1,0
38,suburban,suv,29269,14908,0,0,0,0,0,0
73,suburban,car,26015,21364,0,0,0,0,1,0
27,urban,suv,122499,10678,1,0,1,0,1,0
42,rural,suv,31105,15506,0,0,1,0,1,0
42,suburban,suv,31031,18418,0,0,0,1,1,13300.57
61,rural,truck,36400,15043,0,0,1,0,1,0
59,suburban,car,30154,14874,0,0,0,0,1,0
64,urban,suv,118970,8489,1,0,0,0,1,0
59,suburban,car,33154,11655,0,0,0,0,1,0
41,suburban,suv,28822,15145,1,0,1,0,1,0
55,suburban,suv,10910,16373,0,0,0,1,1,0
18,urban,suv,29319,14830,0,1,1,0,1,0
41,urban,suv,31065,11623,0,0,0,0,1,0
61,urban,car,23121,14101,0,0,0,0,1,0
22,urban,suv,22102,16988,0,0,0,1,0,0
24,urban,truck,32183,13714,0,0,1,0,1,0
54,suburban,truck,57024,13858,0,0,0,0,0,0
23,urban,car,44187,14613,0,0,0,0,1,0
45,suburban,car,57460,11525,0,0,0,0,0,0
77,suburban,suv,51949,15774,0,0,0,0,0,0
71,suburban,car,69437,13186,1,0,0,0,1,0
53,rural,suv,38732,19920,1,0,0,0,1,0
29,urban,suv,45252,10361,1,0,0,0,1,0
27,rural,car,47673,10600,1,0,0,0,1,4939.02
53,suburban,suv,37642,23535,1,0,0,0,0,0
74,rural,car,28677,14842,0,1,0,0,1,0
38,urban,minivan,75000,15332,1,0,0,0,1,0
22,urban,suv,37204,12975,0,0,0,0,0,0
36,urban,suv,34384,12866,1,0,1,0,1,0
23,urban,suv,58231,11263,0,1,0,0,1,0
37,rural,minivan,33188,13195,0,0,1,1,1,0
22,urban,suv,35890,13524,0,1,1,0,1,0
31,urban,truck,23362,12882,0,0,0,0,1,0
71,suburban,suv,39526,8307,1,1,0,0,1,0
67,suburban,car,27667,18451,0,1,0,0,0,0
18,rural,truck,33232,17053,0,1,1,0,0,0
48,suburban,car,34203,13510,1,0,1,0,1,0
26,urban,suv,51591,12581,0,0,1,0,1,0
16,suburban,suv,24255,15965,0,0,0,0,0,0
44,rural,truck,33458,17139,0,0,1,0,1,0
74,urban,suv,26554,9721,0,0,0,0,0,0
22,urban,minivan,18105,17711,0,0,1,1,0,0
26,urban,suv,78858,10908,1,1,1,0,1,0
61,urban,truck,34104,19511,0,1,1,0,0,0
34,suburban,car,102988,21950,1,0,1,0,0,0
32,urban,suv,77484,12858,1,0,1,0,0,0
35,suburban,minivan,40215,14147,0,0,0,0,0,0
53,suburban,car,42002,11615,0,0,0,0,0,0
44,urban,suv,21829,14768,0,0,0,0,1,0
73,urban,car,25590,6264,0,0,1,0,1,0
61,suburban,suv,28497,11488,0,0,0,0,1,0
22,urban,suv,125000,11443,0,0,1,0,1,0
52,suburban,car,25910,14296,0,0,1,1,1,9405.63
51,suburban,truck,70414,12878,0,0,0,0,1,0
67,suburban,car,31734,7329,1,0,0,0,1,13095.32
38,suburban,suv,43759,19302,1,0,0,0,1,0
23,urban,suv,29324,13336,0,0,1,0,1,8302.09
72,rural,suv,48760,16330,0,0,0,0,1,0
18,urban,car,25340,8477,0,0,0,0,1,0
65,suburban,car,96121,9711,0,1,0,0,1,0
30,suburban,suv,30916,15050,0,0,1,0,0,30836.34
45,rural,car,21321,13189,1,0,0,0,1,0
29,urban,car,113141,8203,0,1,0,1,1,0
26,urban,suv,31370,13839,0,1,0,0,1,0
48,suburban,truck,30393,17798,0,0,0,0,1,0
71,suburban,suv,28651,27561,0,0,0,0,1,0
59,urban,suv,32978,11402,0,0,0,0,0,0
41,urban,suv,30637,10127,0,1,1,0,1,0
19,urban,suv,68498,16055,0,0,1,0,1,0
48,urban,car,26035,14216,0,0,1,0,1,0
42,rural,suv,125000,15753,1,0,1,0,0,0
35,urban,suv,70486,7177,0,0,1,0,1,0
46,urban,suv,30169,7224,0,0,1,0,1,0
33,urban,car,26803,12077,0,0,0,0,1,0
33,rural,suv,33121,17323,0,1,0,0,1,0
20,urban,suv,36094,8466,0,0,1,0,1,0
32,urban,suv,29832,8797,0,1,0,0,1,0
32,urban,suv,36912,14655,0,0,0,0,1,24330.7
51,suburban,suv,63470,10105,0,0,0,0,1,0
27,rural,suv,32404,14137,1,0,0,0,1,0
32,urban,suv,107532,9885,1,0,0,0,0,0
23,urban,suv,32448,9270,0,0,0,0,1,0
24,urban,minivan,41541,11708,0,0,0,0,0,0
62,rural,suv,31223,13684,1,0,0,0,1,0
48,urban,suv,31241,7731,1,0,1,0,1,0
37,suburban,car,19714,16352,1,0,0,0,0,8429.67
32,rural,truck,58456,15021,1,0,1,0,1,0
57,suburban,car,24891,14673,0,0,1,0,1,0
55,suburban,suv,30538,11680,0,0,0,0,1,0
16,urban,truck,71618,13376,0,0,0,0,1,0
46,urban,suv,43551,9668,0,1,0,0,1,0
40,rural,truck,56545,12984,0,0,0,0,1,0
44,suburban,minivan,75000,15945,0,0,0,0,1,27306.15
66,suburban,car,25934,15550,0,0,0,0,1,0
19,urban,truck,51238,8767,0,0,0,0,1,0
43,suburban,truck,28875,18619,0,0,1,0,1,0
28,suburban,truck,40383,10768,0,0,1,0,1,0
30,suburban,suv,29092,9025,0,0,0,0,1,0
39,urban,truck,36216,14707,0,0,0,0,1,25857.05
19,urban,suv,31287,13267,0,1,0,0,1,0
57,suburban,car,34059,15776,1,0,0,0,1,0
47,suburban,truck,22728,20108,1,0,1,0,1,0
59,suburban,car,33333,14489,1,0,1,0,1,0
25,urban,suv,28038,15612,1,1,0,0,1,0
24,urban,suv,53660,11073,1,0,0,0,1,0
41,suburban,car,31693,15087,1,0,0,0,1,0
65,suburban,truck,37094,15441,1,0,0,0,1,0
20,urban,suv,50174,11130,0,1,0,0,1,30693.38
31,suburban,car,66327,12236,0,0,1,0,1,37151.47
58,suburban,car,26984,18236,1,0,1,0,0,0
35,urban,suv,30476,13193,1,0,0,0,1,0
32,suburban,suv,37757,18881,0,0,0,0,1,0
87,suburban,suv,60003,9138,0,0,0,0,1,0
21,urban,truck,33742,8452,0,1,1,1,1,0
56,urban,suv,36504,9298,0,1,0,0,1,0
16,rural,suv,29788,21730,0,1,0,0,1,0
49,suburban,suv,43292,12866,0,1,0,0,1,0
32,rural,truck,45920,13227,0,0,1,1,0,0
49,suburban,car,29689,18167,0,0,0,0,1,0
27,urban,suv,35051,15874,0,0,1,1,1,22961.66
48,rural,truck,26547,15663,0,0,0,0,1,0
74,urban,truck,21109,24164,0,1,0,0,1,0
47,suburban,suv,29413,15330,0,1,1,0,0,24805.72
33,urban,car,24143,12293,0,0,0,0,1,0
45,rural,car,21312,12700,1,0,0,0,1,0
43,rural,suv,100116,17845,0,0,0,0,0,0
47,urban,suv,31676,13367,0,0,0,0,0,0
27,urban,suv,30290,11403,0,0,1,0,1,0
29,rural,truck,32809,19604,1,0,0,0,1,0
35,urban,suv,60424,12546,1,0,1,0,1,0
43,urban,suv,12397,15892,1,0,0,0,0,0
36,rural,suv,27033,22656,0,0,0,1,0,19609.5
31,urban,suv,54232,6520,1,0,1,0,1,0
39,urban,suv,46860,14275,1,0,0,0,1,0
44,rural,truck,94821,12391,0,0,0,0,1,0
54,urban,car,54087,12899,1,1,0,0,1,0
28,rural,truck,67708,12692,0,0,0,0,1,0
53,suburban,suv,40745,13785,0,0,0,0,0,0
23,urban,suv,22143,18261,0,0,1,0,1,0
17,suburban,suv,38027,17008,0,0,0,0,0,21482.19
16,urban,suv,31532,13409,0,0,0,0,1,0
46,urban,suv,39979,11044,0,0,1,0,1,0
27,rural,truck,73938,16035,0,0,0,0,1,0
19,urban,car,30116,11406,0,0,1,1,1,0
19,urban,suv,28503,9425,0,0,1,0,0,0
22,rural,truck,80850,14929,0,0,0,0,0,0
18,urban,suv,20939,15011,0,1,1,0,1,17540.77
32,suburban,suv,125000,11440,1,0,0,0,1,0
16,urban,car,31821,9050,0,0,0,0,1,0
59,urban,car,26328,9057,0,0,1,0,0,0
40,urban,car,42204,14175,0,1,0,0,1,14297.51
47,suburban,suv,57076,8967,0,0,0,0,1,0
50,suburban,truck,45408,16482,0,0,0,0,1,0
80,rural,truck,33752,15689,1,0,0,0,1,0
65,suburban,car,49032,13464,0,0,0,0,1,0
39,suburban,truck,45460,27962,0,0,0,0,0,0
47,urban,suv,33965,10043,0,0,0,0,1,0
17,suburban,car,24587,12238,0,0,0,0,0,2395.9
25,suburban,suv,61962,14580,0,0,0,0,1,0
61,suburban,car,35059,15179,0,0,0,0,1,0
30,urban,suv,39565,15348,0,0,0,0,1,0
44,rural,suv,35518,8838,0,1,1,0,0,0
47,suburban,suv,41389,10523,0,0,1,0,1,0
20,suburban,car,28844,9126,0,0,1,0,1,0
22,suburban,suv,34024,16778,0,1,0,0,1,0
45,urban,suv,52105,7854,1,0,0,0,1,0
19,urban,suv,30866,15002,0,0,0,0,1,0
78,urban,suv,35961,10099,1,0,1,0,1,0
38,rural,suv,62463,13708,0,0,0,0,1,0
63,urban,car,43555,9127,1,0,1,0,1,0
29,suburban,car,26944,12886,0,0,1,0,1,0
43,rural,suv,35601,11563,0,0,1,0,1,0
19,urban,suv,36890,8524,0,0,1,0,1,0
18,suburban,suv,40017,10644,0,0,0,0,1,0
57,urban,suv,65002,14793,1,0,0,0,1,17786.55
38,rural,car,63798,15557,1,0,0,0,0,18664.39
17,urban,suv,39745,3791,0,0,1,0,1,0
37,suburban,suv,50056,13451,0,0,0,0,1,0
27,suburban,suv,56610,9926,0,0,1,0,1,0
36,suburban,minivan,35657,18213,0,0,1,0,1,0
62,urban,car,46948,11650,1,0,1,0,1,0
36,suburban,truck,27825,13940,0,0,0,0,1,0
42,suburban,suv,59661,17244,0,0,0,0,0,29236.45
37,rural,suv,75463,20330,0,0,0,0,0,0
39,suburban,truck,38593,12378,1,0,0,0,1,0
32,suburban,minivan,42405,14544,0,0,0,0,0,0
26,urban,suv,37186,8869,0,0,1,0,1,0
25,rural,suv,28418,17441,0,0,1,0,0,0
82,rural,truck,39967,13023,0,0,0,0,1,0
