"actual_type","predict_type","prob_spam"
"ham","ham",0.00016894972691054
"ham","ham",0.00067962247571601
"ham","ham",0.00067962247571601
"ham","ham",6.40700337811106e-06
"ham","ham",0.000162740443824205
"spam","ham",0.0669406038029173
"ham","ham",2.66916762012852e-05
"ham","ham",0.00067962247571601
"ham","ham",0.102805527955357
"ham","ham",5.44880636420001e-07
"ham","ham",0.000206116982692475
"ham","ham",0.00355715734799705
"ham","ham",1.56658815598228e-05
"ham","ham",3.88620382156802e-05
"ham","ham",0.00132797607172517
"ham","ham",0.000167310228525533
"ham","ham",0.0101190677326466
"spam","spam",0.999999998531513
"ham","ham",0.00219670606323439
"ham","ham",0.0144080673723939
"spam","spam",0.888771293724611
"ham","ham",0.00067962247571601
"ham","ham",0.000425010095013456
"ham","ham",0.000366142775541805
"ham","ham",4.62089088413931e-05
"ham","ham",0.00067962247571601
"ham","ham",0.00774132278264338
"ham","ham",4.88612009055779e-05
"ham","ham",4.56406176525578e-06
"ham","ham",0.00067962247571601
"ham","ham",0.00884835333524967
"ham","ham",1.8864163875523e-06
"ham","ham",0.0340651876514711
"ham","ham",0.00340560924844289
"ham","ham",0.000553283568077679
"ham","ham",6.47683886234495e-05
"ham","ham",0.000665836671058049
"ham","ham",7.60132166205314e-06
"ham","ham",0.000112905996341702
"ham","ham",0.000129863753877533
"ham","ham",0.000787732035929094
"ham","ham",0.00132944880751011
"ham","ham",6.39614488894132e-07
"ham","ham",0.00067962247571601
"ham","ham",0.00231340693638914
"ham","ham",2.9549874518806e-05
"ham","ham",0.000271657792753188
"ham","ham",9.47748327875443e-05
"ham","ham",0.00067962247571601
"ham","ham",0.000489421316599047
"ham","ham",6.89026800667742e-05
"ham","ham",3.47611498410175e-05
"ham","ham",8.24048388930987e-06
"ham","ham",4.43568264716996e-07
"ham","ham",4.09986131361319e-07
"spam","spam",0.999999999999987
"spam","spam",0.758032308863023
"ham","ham",3.24034934628697e-06
"ham","ham",6.19484234398628e-06
"spam","spam",0.999999999984109
"ham","ham",4.83334127380284e-05
"ham","ham",0.000399820758040327
"ham","ham",1.92241615039034e-05
"ham","ham",4.00140910048305e-05
"ham","ham",0.000600409218964146
"ham","ham",3.51006411751619e-06
"ham","ham",0.00202725105319634
"ham","ham",0.00232518379166326
"spam","spam",0.999999999976555
"ham","ham",0.000494228726551558
"ham","ham",8.67907067787169e-05
"ham","ham",0.000214077511247832
"ham","ham",0.00034599963807755
"spam","spam",0.999999999709704
"ham","ham",0.00126350308002053
"ham","ham",0.000210988738723633
"spam","ham",0.0957623283978497
"ham","ham",0.00067962247571601
"ham","ham",1.0915473365104e-08
"ham","ham",0.000135507398299568
"ham","ham",3.74265076261137e-05
"ham","ham",0.467682702046151
"ham","ham",7.59299388723524e-05
"ham","ham",0.000734175689373893
"ham","ham",0.0105522680879716
"ham","ham",0.000182750828872095
"ham","ham",7.24047989176401e-06
"ham","ham",1.38198048626135e-08
"ham","ham",5.21112945925896e-05
"ham","ham",0.000253775826833884
"spam","spam",0.999999673351503
"ham","ham",7.94286187698238e-05
"ham","ham",0.000195608489582042
"spam","ham",0.00666759688235059
"ham","ham",0.000363381212894325
"ham","ham",9.88710407121654e-05
"ham","ham",0.000174320979724795
"ham","ham",0.00206602667890781
"ham","ham",0.000305689597988143
"ham","ham",0.000931352214697929
"ham","ham",0.000155721474280278
"ham","ham",0.000195608489582042
"ham","ham",0.00067962247571601
"ham","ham",1.48252029253847e-06
"ham","ham",6.25128493587807e-08
"ham","ham",7.07278263276616e-05
"ham","ham",0.000305689597988143
"ham","ham",4.0921627304547e-06
"ham","ham",0.000101464005124196
"ham","ham",0.00067962247571601
"ham","ham",0.00013806336646604
"ham","ham",0.00646840533426458
"spam","ham",7.900034771865e-05
"ham","ham",0.000157555111775269
"ham","ham",0.00067962247571601
"spam","spam",0.999999591203411
"ham","ham",0.000101771123908769
"ham","ham",1.20485269640818e-05
"ham","ham",1.94173396826316e-06
"ham","ham",0.00343959373862899
"ham","ham",2.56751486706791e-06
"ham","ham",0.00067962247571601
"ham","ham",0.000153374332677829
"ham","ham",1.56035597821092e-05
"ham","ham",6.48317761970083e-05
"ham","ham",8.10368564509401e-05
"spam","spam",0.999999998406431
"spam","ham",0.0237342301240788
"ham","spam",0.630577017509485
"ham","ham",0.000372294477812358
"ham","ham",1.01704835772604e-05
"ham","ham",7.14237918055625e-05
"ham","ham",2.32414502807022e-05
"ham","ham",0.00067962247571601
"ham","ham",9.13248338664805e-09
"ham","ham",8.68732698082599e-05
"ham","ham",1.82066077203238e-05
"ham","ham",7.44423692295558e-05
"ham","ham",0.00171875910500694
"ham","spam",0.999520903651827
"ham","ham",0.00828550561006687
"ham","ham",6.64028911217812e-07
"ham","ham",0.000157782565744974
"ham","ham",2.71935100071084e-05
"ham","ham",1.06994339176721e-06
"ham","ham",4.29967142440704e-06
"ham","ham",0.000510550136841488
"ham","ham",0.0124869655811544
"ham","ham",7.70583705176893e-06
"ham","ham",0.00067962247571601
"ham","ham",2.13575710378625e-06
"ham","ham",0.00067962247571601
"ham","ham",6.63266829028051e-06
"spam","spam",0.999912226381575
"ham","ham",0.00067962247571601
"ham","ham",1.19328786435433e-06
"ham","ham",7.25996030279892e-05
"ham","ham",6.76772387593994e-06
"ham","ham",0.000229414890745415
"spam","spam",0.999998752419807
"ham","ham",9.77533019556134e-05
"ham","ham",0.00067962247571601
"ham","ham",1.1962057690912e-05
"ham","ham",0.000244606017762421
"ham","ham",6.17084541410962e-05
"ham","ham",0.00049975992127713
"ham","ham",2.22090353152433e-05
"ham","ham",0.000168508333770977
"ham","ham",5.64530697734998e-05
"ham","ham",0.000135507398299568
"ham","ham",0.00016108636053591
"spam","ham",0.000442192487883694
"ham","ham",2.40840095491346e-05
"ham","ham",6.47683886234495e-05
"ham","ham",8.67978970054625e-05
"ham","ham",7.91899193542949e-05
"ham","ham",2.32297318485636e-05
"ham","ham",0.00344367088026252
"ham","ham",0.000593790463064671
"ham","ham",0.00067962247571601
"ham","ham",0.00265382962546879
"ham","ham",2.91751214536834e-05
"ham","ham",0.00022333578604386
"ham","ham",0.00067962247571601
"ham","ham",7.44444028728589e-06
"ham","ham",1.11116535343883e-05
"ham","ham",0.000162189410218526
"ham","ham",1.86996481099909e-08
"spam","ham",0.0340157092897747
"ham","ham",0.000203587230702497
"ham","ham",2.14961245679642e-06
"ham","ham",0.00126350308002053
"spam","spam",0.999999997681127
"ham","ham",0.00219738861330653
"spam","spam",0.943659570487398
"ham","ham",0.000407771113370827
"ham","ham",4.64793475325066e-05
"ham","ham",1.67131244872986e-05
"ham","ham",1.85425559335292e-06
"spam","spam",0.999999182990532
"ham","ham",0.00111886503743849
"spam","spam",0.999999169044431
"ham","ham",0.0250397513777765
"ham","ham",6.21240449689092e-08
"ham","ham",0.00067962247571601
"ham","ham",3.67695107183108e-06
"ham","ham",0.00591824608997687
"ham","ham",2.20344908364314e-05
"ham","ham",7.54705775956681e-07
"ham","ham",1.46853094436896e-05
"ham","ham",0.000489421316599047
"ham","ham",1.0071178161306e-06
"ham","ham",0.00154845869166351
"ham","ham",0.00067962247571601
"spam","spam",0.999758003443277
"ham","ham",0.000259910589469031
"ham","ham",2.64783957573735e-05
"ham","ham",0.00618820530122559
"ham","ham",0.000121890319210061
"ham","ham",3.3824652626635e-06
"ham","ham",4.82923072144441e-07
"ham","ham",2.0898277080494e-06
"ham","ham",4.28956984231052e-05
"ham","ham",1.39807847371015e-05
"ham","ham",0.000325454795514113
"ham","ham",2.35031847823504e-06
"ham","ham",3.64161577289117e-06
"ham","ham",0.000110748796803216
"ham","ham",0.017160993552883
"ham","ham",5.5887400574666e-07
"ham","ham",6.62560767781336e-06
"ham","ham",1.25111771215102e-06
"ham","ham",1.30863287101621e-07
"ham","ham",8.10229702624901e-06
"ham","ham",6.39858303686924e-06
"spam","spam",0.999999999998983
"ham","ham",0.000203999859743448
"ham","ham",0.00067962247571601
"ham","ham",0.00293949531732504
"ham","ham",0.000115255412692567
"ham","ham",1.70173051699814e-06
"ham","ham",0.00067962247571601
"ham","ham",0.00610238956656259
"ham","ham",0.00255561408995535
"ham","ham",2.3847237790098e-05
"ham","ham",0.00067962247571601
"ham","ham",6.12123765357357e-07
"spam","ham",0.000213363024118107
"spam","spam",0.990366275586254
"ham","ham",3.3291999699272e-05
"ham","ham",9.33029641308347e-05
"ham","ham",4.75001148544832e-05
"ham","ham",0.000944427386974334
"ham","ham",0.0013605752767518
"ham","ham",2.04641771741219e-08
"ham","ham",1.71561882355035e-10
"ham","ham",6.21802861041221e-05
"ham","ham",4.2899126863654e-05
"ham","ham",1.92521077535908e-05
"ham","ham",0.00067962247571601
"spam","spam",0.999772976561566
"ham","ham",5.8571236944593e-05
"ham","ham",0.000217611192425284
"ham","ham",6.81356644219379e-09
"ham","ham",9.88134974155251e-07
"ham","ham",0.00067962247571601
"ham","ham",0.00119702363349101
"ham","ham",0.00067962247571601
"ham","ham",0.000458082260006399
"ham","ham",0.00138804763186882
"ham","ham",0.000233334224352886
"spam","spam",0.999999449675871
"ham","ham",0.000349441371788192
"ham","ham",0.0013052183671525
"ham","ham",0.000358476503160866
"ham","ham",4.02471129260722e-06
"ham","ham",0.00217673522271612
"ham","ham",0.00193074500270156
"ham","ham",0.00067962247571601
"ham","ham",0.00067962247571601
"ham","ham",0.00275012965088136
"ham","ham",0.000174411294928261
"ham","ham",0.000116849440568868
"ham","ham",0.00185124108023344
"ham","ham",2.44016736551016e-06
"spam","spam",0.99683666135228
"ham","ham",0.000183175302991385
"ham","ham",0.000908868301158815
"ham","ham",4.0707912993748e-06
"ham","ham",0.000489421316599047
"spam","ham",0.396976926785126
"ham","ham",0.000259465024432575
"ham","ham",0.000133244915436088
"ham","ham",7.50327627837753e-06
"spam","spam",0.999999997404945
"ham","ham",7.94286187698238e-05
"ham","ham",3.79001443222881e-11
"ham","ham",0.000434075158067384
"ham","ham",0.000834199337210408
"ham","ham",0.00067962247571601
"ham","ham",7.0333322035732e-05
"ham","ham",0.000180757234396793
"ham","ham",2.41761029998499e-05
"ham","ham",5.22303730227155e-06
"ham","ham",0.00067962247571601
"ham","ham",0.00348635217120898
"ham","ham",1.2696402254553e-05
"ham","ham",1.52956459503489e-05
"ham","ham",0.000355571855629024
"ham","ham",0.000203814245829918
"ham","ham",3.96245993650357e-06
"ham","ham",0.00148764541123529
"spam","spam",0.99683666135228
"ham","ham",0.00067962247571601
"ham","ham",0.000662233333505204
"ham","ham",0.00104428421600521
"ham","ham",1.71835273737067e-07
"ham","ham",0.000489421316599047
"ham","ham",0.00040275033808213
"ham","ham",0.000307099544312099
"spam","spam",0.999999825889235
"ham","ham",5.48550863098748e-05
"ham","ham",0.0336894439252119
"ham","ham",0.000207559727612029
"ham","ham",0.000561952687577393
"ham","ham",3.59650159033824e-06
"ham","ham",0.00067962247571601
"ham","ham",3.21238671583217e-05
"ham","ham",0.00152967848796529
"ham","ham",0.000908868301158815
"ham","ham",7.71867332914256e-06
"ham","ham",0.000128340560802016
"ham","ham",0.0172060901020463
"spam","spam",0.999999996222126
"spam","spam",0.999999999996629
"ham","ham",1.87968386819423e-06
"ham","ham",6.19683223657634e-06
"ham","ham",0.000868979505806471
"ham","ham",0.000509946204534529
"ham","ham",2.56824874928123e-06
"spam","spam",0.999999999999992
"ham","ham",0.00235414231595605
"ham","ham",0.00942034604668559
"ham","ham",0.000360993046976547
"ham","ham",0.00138894440699318
"ham","ham",4.04632131839287e-06
"ham","ham",0.000821840549788573
"ham","ham",0.000920107602854692
"ham","ham",0.000152528225599386
"ham","ham",2.60639206563819e-09
"ham","ham",0.00145237815033797
"ham","ham",0.000254886830940084
"spam","spam",0.999989618780457
"ham","ham",0.000113317473561027
"spam","spam",0.999999999995153
"ham","ham",0.000346837264877599
"ham","ham",1.19435662782833e-10
"ham","ham",0.000351330060838749
"spam","spam",0.999286865050851
"ham","ham",0.00067962247571601
"ham","ham",0.0276135012103902
"ham","ham",0.000271657792753188
"ham","ham",3.66071521838364e-07
"ham","ham",7.59299388723524e-05
"ham","ham",8.63074453039072e-05
"ham","ham",0.00067962247571601
"ham","ham",1.31403960977016e-05
"spam","spam",0.999999900428105
"ham","ham",0.00067962247571601
"ham","ham",0.000475292269420131
"ham","ham",0.00126350308002053
"ham","ham",0.00181034301896678
"ham","ham",0.00067962247571601
"spam","spam",0.999999999919758
"ham","ham",4.98190653248355e-05
"ham","ham",0.00067962247571601
"spam","spam",0.999999771260305
"ham","ham",0.000145162125639085
"ham","ham",0.00628268353000984
"spam","spam",0.9999999995032
"ham","ham",0.0155437463215405
"ham","ham",0.000349441371788192
"ham","ham",0.00126350308002053
"ham","ham",0.000407304399343069
"ham","ham",5.12482397490455e-07
"ham","ham",3.05479950117241e-05
"ham","ham",0.000132855217684488
"ham","ham",0.00037174201721826
"ham","ham",3.07290889158453e-06
"ham","ham",0.00256346770150247
"ham","ham",0.00343893098779524
"ham","ham",8.22437999407727e-06
"ham","ham",2.69609768870993e-05
"ham","ham",0.00124806856863486
"ham","spam",0.563014522704931
"ham","ham",0.000305689597988143
"ham","ham",1.10326042019778e-05
"spam","spam",1
"ham","ham",8.64347520241755e-08
"ham","ham",0.00343959373862899
"ham","ham",0.000208064635183505
"ham","ham",0.0035055162016692
"spam","spam",0.999998532768005
"ham","ham",0.00711444775937855
"ham","ham",0.000342272358721873
"ham","ham",0.000180531413246609
"ham","ham",0.000110748796803216
"ham","ham",1.63615148870796e-05
"spam","ham",0.0256275707657922
"ham","ham",0.00067962247571601
"spam","spam",0.997726084088381
"ham","ham",0.000279044449285282
"ham","ham",0.000407771113370827
"ham","ham",0.000122725959240878
"ham","ham",0.00246770338653559
"ham","ham",1.71067528899222e-05
"ham","ham",0.000549953547438925
"spam","spam",0.999999966754772
"ham","ham",2.47652643107737e-05
"ham","ham",0.000327052863168954
"ham","ham",0.00067962247571601
"ham","ham",4.85675439227129e-05
"ham","ham",1.28427744541551e-05
"spam","ham",0.00732136048078549
"ham","ham",0.00011427952322647
"ham","ham",8.68732698082599e-05
"ham","ham",0.000505153550900039
"ham","ham",9.22555428150974e-06
"ham","ham",7.48428772369377e-07
"spam","spam",0.999999999996748
"ham","ham",0.000489421316599047
"ham","ham",0.000162189410218526
"ham","ham",0.00065113027359631
"spam","spam",0.9999983946156
"ham","ham",6.78400411427888e-05
"ham","ham",6.26298914766522e-08
"ham","ham",4.65572183546284e-06
"ham","ham",2.12508079454775e-05
"ham","ham",0.00217407530481394
"ham","ham",6.39883075901562e-05
"ham","ham",0.0130901874321281
"ham","ham",0.000407771113370827
"ham","ham",0.000167310228525533
"ham","ham",0.000152528225599386
"ham","ham",0.000152528225599386
"ham","ham",8.44830771691093e-05
"ham","ham",0.104083423118167
"ham","ham",1.01570289904517e-07
"ham","ham",0.000993202265928709
"ham","ham",0.000116054314630239
"ham","ham",2.8957204469219e-06
"ham","ham",5.95029819816247e-05
"ham","ham",0.000333658843411571
"ham","ham",1.72680729883968e-05
"ham","ham",0.000254735722862837
"ham","ham",4.61422245974322e-05
"ham","ham",0.000116473500939234
"ham","ham",7.98759559598846e-05
"ham","ham",0.00152967848796529
"ham","ham",0.00124245269609581
"ham","ham",3.25450596726621e-05
"spam","spam",0.999999999986088
"ham","ham",1.72846672447088e-08
"ham","ham",0.00067962247571601
"ham","ham",2.24425725185583e-06
"spam","spam",0.999766235027294
"ham","ham",0.000203587230702497
"ham","ham",5.22280302809875e-05
"ham","ham",0.0105522680879716
"ham","ham",1.51781075301844e-05
"ham","ham",0.290580216482355
"ham","ham",0.00305866723601462
"ham","ham",0.00395388016108182
"ham","ham",2.90709838632063e-05
"ham","ham",6.21802861041221e-05
"ham","ham",3.84281138823436e-05
"ham","ham",8.93194496704456e-10
"ham","ham",5.79873167845271e-06
"ham","ham",5.59449723206795e-07
"spam","spam",0.999913356278144
"spam","spam",0.509485863558377
"ham","ham",6.21802861041221e-05
"ham","ham",1.52259881201769e-05
"spam","ham",0.0207550312418325
"spam","spam",0.998651492666503
"ham","ham",0.000161683425911243
"ham","ham",1.14288117767733e-05
"spam","spam",0.999999999999999
"ham","ham",3.79210727160793e-05
"ham","ham",0.000350456527838105
"ham","ham",0.000174411294928261
"spam","ham",0.032315929721319
"ham","ham",7.97997552790501e-05
"ham","ham",0.000139650542934048
"ham","ham",0.00961459006256803
"ham","ham",4.97782339337813e-05
"ham","ham",0.00067962247571601
"ham","ham",0.000101464005124196
"ham","ham",8.9709212432237e-06
"spam","spam",0.999913356278144
"ham","ham",0.0046858736963937
"ham","ham",0.000152528225599386
"spam","spam",0.99964719585748
"spam","ham",0.0907829345798777
"spam","spam",0.999999998634977
"ham","ham",0.000293397986803776
"ham","ham",5.70501962736878e-05
"ham","ham",0.000254886830940084
"ham","ham",0.000305701896787873
"ham","ham",3.83270943601246e-05
"spam","spam",0.99999999997677
"ham","ham",0.00692936056738194
"spam","spam",0.99999999981255
"ham","ham",0.000870334217025947
"ham","ham",0.000278802950709745
"ham","ham",0.000349441371788192
"spam","spam",0.99998414255455
"ham","ham",0.00067962247571601
"ham","ham",8.06678310310566e-05
"ham","ham",4.39254666822124e-07
"ham","ham",0.00067962247571601
"ham","ham",1.15033545233449e-07
"ham","ham",9.05888989629453e-06
"spam","spam",0.999999999998424
"ham","ham",9.11494345875574e-07
"ham","ham",0.00211102763917723
"ham","ham",0.00067962247571601
"ham","ham",3.18650413775607e-05
"ham","ham",0.000327294016435421
"spam","spam",0.999999902863431
"ham","ham",0.0247656417387906
"ham","ham",0.000118597897756392
"ham","ham",0.000370283616955165
"ham","ham",9.19458675341951e-06
"ham","ham",5.2157103486083e-05
"ham","ham",0.00456498628403748
"ham","ham",0.000871691448427403
"ham","ham",0.00483174651802514
"ham","ham",5.15901608894968e-05
"ham","ham",0.000166257540454509
"ham","ham",7.67759070127474e-05
"ham","ham",0.000402382385441736
"spam","ham",0.365739519489968
"ham","ham",6.96553899928263e-05
"ham","ham",0.000307099544312099
"ham","ham",3.12146718467971e-06
"ham","ham",2.01730759693847e-05
"spam","spam",0.999993403016339
"spam","spam",0.500802725153561
"ham","ham",0.00326843819334752
